Time,h,der(h),v,der(v),g,e
0.0,1.0,0.0,0.0,-9.81,9.81,0.7
0.01,1.0,-0.09809999999999999,-0.09809999999999999,-9.81,9.81,0.7
0.02,0.9990190000000001,-0.1962,-0.1962,-9.81,9.81,0.7
0.03,0.9970570000000003,-0.29429999999999995,-0.29429999999999995,-9.81,9.81,0.7
0.04,0.9941140000000006,-0.39239999999999975,-0.39239999999999975,-9.81,9.81,0.7
0.05,0.990190000000001,-0.49049999999999955,-0.49049999999999955,-9.81,9.81,0.7
0.060000000000000005,0.9852850000000015,-0.5885999999999995,-0.5885999999999995,-9.81,9.81,0.7
0.07,0.979399000000001,-0.6866999999999993,-0.6866999999999993,-9.81,9.81,0.7
0.08,0.9725320000000006,-0.784799999999999,-0.784799999999999,-9.81,9.81,0.7
0.09,0.9646840000000003,-0.8828999999999988,-0.8828999999999988,-9.81,9.81,0.7
0.09999999999999999,0.9558550000000001,-0.9809999999999985,-0.9809999999999985,-9.81,9.81,0.7
0.10999999999999999,0.946045,-1.079099999999999,-1.079099999999999,-9.81,9.81,0.7
0.11999999999999998,0.935254,-1.1771999999999998,-1.1771999999999998,-9.81,9.81,0.7
0.12999999999999998,0.9234820000000001,-1.2753000000000008,-1.2753000000000008,-9.81,9.81,0.7
0.13999999999999999,0.9107290000000003,-1.3734000000000017,-1.3734000000000017,-9.81,9.81,0.7
0.15,0.8969950000000007,-1.4715000000000027,-1.4715000000000027,-9.81,9.81,0.7
0.16,0.8822800000000011,-1.5696000000000037,-1.5696000000000037,-9.81,9.81,0.7
0.17,0.8665840000000015,-1.6677000000000046,-1.6677000000000046,-9.81,9.81,0.7
0.18000000000000002,0.849907000000001,-1.7658000000000056,-1.7658000000000056,-9.81,9.81,0.7
0.19000000000000003,0.8322490000000006,-1.8639000000000066,-1.8639000000000066,-9.81,9.81,0.7
0.20000000000000004,0.8136100000000003,-1.9620000000000075,-1.9620000000000075,-9.81,9.81,0.7
0.21000000000000005,0.7939900000000001,-2.060100000000007,-2.060100000000007,-9.81,9.81,0.7
0.22000000000000006,0.773389,-2.1582000000000057,-2.1582000000000057,-9.81,9.81,0.7
0.23000000000000007,0.751807,-2.2563000000000044,-2.2563000000000044,-9.81,9.81,0.7
0.24000000000000007,0.7292440000000001,-2.354400000000003,-2.354400000000003,-9.81,9.81,0.7
0.25000000000000006,0.7057000000000003,-2.452500000000002,-2.452500000000002,-9.81,9.81,0.7
0.26000000000000006,0.6811750000000006,-2.5506000000000006,-2.5506000000000006,-9.81,9.81,0.7
0.2700000000000001,0.6556690000000011,-2.6486999999999994,-2.6486999999999994,-9.81,9.81,0.7
0.2800000000000001,0.6291820000000016,-2.746799999999998,-2.746799999999998,-9.81,9.81,0.7
0.2900000000000001,0.6017140000000011,-2.844899999999997,-2.844899999999997,-9.81,9.81,0.7
0.3000000000000001,0.5732650000000007,-2.9429999999999956,-2.9429999999999956,-9.81,9.81,0.7
0.3100000000000001,0.5438350000000004,-3.0410999999999944,-3.0410999999999944,-9.81,9.81,0.7
0.3200000000000001,0.5134240000000002,-3.139199999999993,-3.139199999999993,-9.81,9.81,0.7
0.3300000000000001,0.4820320000000001,-3.237299999999992,-3.237299999999992,-9.81,9.81,0.7
0.34000000000000014,0.44965900000000014,-3.3353999999999906,-3.3353999999999906,-9.81,9.81,0.7
0.35000000000000014,0.41630500000000026,-3.4334999999999893,-3.4334999999999893,-9.81,9.81,0.7
0.36000000000000015,0.3819700000000005,-3.531599999999988,-3.531599999999988,-9.81,9.81,0.7
0.37000000000000016,0.3466540000000008,-3.629699999999987,-3.629699999999987,-9.81,9.81,0.7
0.38000000000000017,0.31035700000000066,-3.7277999999999856,-3.7277999999999856,-9.81,9.81,0.7
0.3900000000000002,0.2730790000000006,-3.8258999999999843,-3.8258999999999843,-9.81,9.81,0.7
0.4000000000000002,0.2348200000000007,-3.923999999999983,-3.923999999999983,-9.81,9.81,0.7
0.4100000000000002,0.19558000000000086,-4.022099999999982,-4.022099999999982,-9.81,9.81,0.7
0.4200000000000002,0.15535900000000114,-4.120199999999981,-4.120199999999981,-9.81,9.81,0.7
0.4300000000000002,0.11415700000000126,-4.21829999999998,-4.21829999999998,-9.81,9.81,0.7
0.4400000000000002,0.07197400000000145,-4.3163999999999785,-4.3163999999999785,-9.81,9.81,0.7
0.45000000000000023,0.02881000000000166,-4.414499999999977,-4.414499999999977,-9.81,9.81,0.7
0.46000000000000024,-0.015334999999998117,3.158819999999983,3.158819999999983,-9.81,9.81,0.7
0.47000000000000025,0.016253200000001716,3.0607199999999843,3.0607199999999843,-9.81,9.81,0.7
0.48000000000000026,0.04686040000000156,2.9626199999999856,2.9626199999999856,-9.81,9.81,0.7
0.49000000000000027,0.07648660000000142,2.864519999999987,2.864519999999987,-9.81,9.81,0.7
0.5000000000000002,0.10513180000000108,2.7664199999999886,2.7664199999999886,-9.81,9.81,0.7
0.5100000000000002,0.132796000000001,2.66831999999999,2.66831999999999,-9.81,9.81,0.7
0.5200000000000002,0.15947920000000101,2.570219999999991,2.570219999999991,-9.81,9.81,0.7
0.5300000000000002,0.18518140000000086,2.4721199999999923,2.4721199999999923,-9.81,9.81,0.7
0.5400000000000003,0.2099026000000008,2.3740199999999936,2.3740199999999936,-9.81,9.81,0.7
0.5500000000000003,0.23364280000000084,2.275919999999995,2.275919999999995,-9.81,9.81,0.7
0.5600000000000003,0.25640200000000074,2.177819999999996,2.177819999999996,-9.81,9.81,0.7
0.5700000000000003,0.2781802000000007,2.0797199999999973,2.0797199999999973,-9.81,9.81,0.7
0.5800000000000003,0.2989774000000008,1.9816199999999982,1.9816199999999982,-9.81,9.81,0.7
0.5900000000000003,0.31879360000000095,1.8835199999999972,1.8835199999999972,-9.81,9.81,0.7
0.6000000000000003,0.3376288000000007,1.7854199999999962,1.7854199999999962,-9.81,9.81,0.7
0.6100000000000003,0.3554830000000005,1.6873199999999953,1.6873199999999953,-9.81,9.81,0.7
0.6200000000000003,0.3723562000000004,1.5892199999999943,1.5892199999999943,-9.81,9.81,0.7
0.6300000000000003,0.38824840000000044,1.4911199999999933,1.4911199999999933,-9.81,9.81,0.7
0.6400000000000003,0.40315960000000056,1.3930199999999924,1.3930199999999924,-9.81,9.81,0.7
0.6500000000000004,0.41708980000000023,1.2949199999999914,1.2949199999999914,-9.81,9.81,0.7
0.6600000000000004,0.430039,1.1968199999999904,1.1968199999999904,-9.81,9.81,0.7
0.6700000000000004,0.4420071999999999,1.0987199999999895,1.0987199999999895,-9.81,9.81,0.7
0.6800000000000004,0.45299439999999985,1.0006199999999885,1.0006199999999885,-9.81,9.81,0.7
0.6900000000000004,0.46300059999999993,0.9025199999999887,0.9025199999999887,-9.81,9.81,0.7
0.7000000000000004,0.47202579999999955,0.8044199999999888,0.8044199999999888,-9.81,9.81,0.7
0.7100000000000004,0.4800699999999993,0.706319999999989,0.706319999999989,-9.81,9.81,0.7
0.7200000000000004,0.4871331999999991,0.6082199999999891,0.6082199999999891,-9.81,9.81,0.7
0.7300000000000004,0.493215399999999,0.5101199999999892,0.5101199999999892,-9.81,9.81,0.7
0.7400000000000004,0.49831659999999905,0.4120199999999894,0.4120199999999894,-9.81,9.81,0.7
0.7500000000000004,0.5024367999999989,0.31391999999998954,0.31391999999998954,-9.81,9.81,0.7
0.7600000000000005,0.5055759999999986,0.21581999999998958,0.21581999999998958,-9.81,9.81,0.7
0.7700000000000005,0.5077341999999984,0.11771999999998944,0.11771999999998944,-9.81,9.81,0.7
0.7800000000000005,0.5089113999999982,0.01961999999998944,0.01961999999998944,-9.81,9.81,0.7
0.7900000000000005,0.5091075999999982,-0.07848000000001058,-0.07848000000001058,-9.81,9.81,0.7
0.8000000000000005,0.5083227999999983,-0.17658000000001065,-0.17658000000001065,-9.81,9.81,0.7
0.8100000000000005,0.5065569999999985,-0.2746800000000107,-0.2746800000000107,-9.81,9.81,0.7
0.8200000000000005,0.5038101999999988,-0.37278000000001055,-0.37278000000001055,-9.81,9.81,0.7
0.8300000000000005,0.5000823999999991,-0.4708800000000104,-0.4708800000000104,-9.81,9.81,0.7
0.8400000000000005,0.4953735999999991,-0.5689800000000103,-0.5689800000000103,-9.81,9.81,0.7
0.8500000000000005,0.4896837999999991,-0.6670800000000101,-0.6670800000000101,-9.81,9.81,0.7
0.8600000000000005,0.48301299999999925,-0.76518000000001,-0.76518000000001,-9.81,9.81,0.7
0.8700000000000006,0.47536119999999893,-0.8632800000000098,-0.8632800000000098,-9.81,9.81,0.7
0.8800000000000006,0.4667283999999987,-0.9613800000000097,-0.9613800000000097,-9.81,9.81,0.7
0.8900000000000006,0.4571145999999986,-1.0594800000000102,-1.0594800000000102,-9.81,9.81,0.7
0.9000000000000006,0.4465197999999986,-1.1575800000000112,-1.1575800000000112,-9.81,9.81,0.7
0.9100000000000006,0.43494399999999867,-1.2556800000000121,-1.2556800000000121,-9.81,9.81,0.7
0.9200000000000006,0.4223871999999983,-1.353780000000013,-1.353780000000013,-9.81,9.81,0.7
0.9300000000000006,0.40884939999999803,-1.451880000000014,-1.451880000000014,-9.81,9.81,0.7
0.9400000000000006,0.39433059999999787,-1.549980000000015,-1.549980000000015,-9.81,9.81,0.7
0.9500000000000006,0.3788307999999978,-1.648080000000016,-1.648080000000016,-9.81,9.81,0.7
0.9600000000000006,0.36234999999999784,-1.746180000000017,-1.746180000000017,-9.81,9.81,0.7
0.9700000000000006,0.3448881999999974,-1.844280000000018,-1.844280000000018,-9.81,9.81,0.7
0.9800000000000006,0.3264453999999971,-1.9423800000000189,-1.9423800000000189,-9.81,9.81,0.7
0.9900000000000007,0.3070215999999969,-2.0404800000000187,-2.0404800000000187,-9.81,9.81,0.7
1.0000000000000007,0.2866167999999968,-2.1385800000000175,-2.1385800000000175,-9.81,9.81,0.7
1.0100000000000007,0.2652309999999944,-2.2366800000000273,-2.2366800000000273,-9.81,9.81,0.7
1.0200000000000007,0.24286419999999156,-2.334780000000037,-2.334780000000037,-9.81,9.81,0.7
1.0300000000000007,0.21951639999998862,-2.432880000000047,-2.432880000000047,-9.81,9.81,0.7
1.0400000000000007,0.1951875999999854,-2.530980000000057,-2.530980000000057,-9.81,9.81,0.7
1.0500000000000007,0.16987779999998215,-2.6290800000000667,-2.6290800000000667,-9.81,9.81,0.7
1.0600000000000007,0.14358699999997862,-2.7271800000000765,-2.7271800000000765,-9.81,9.81,0.7
1.0700000000000007,0.1163151999999748,-2.8252800000000864,-2.8252800000000864,-9.81,9.81,0.7
1.0800000000000007,0.08806239999997084,-2.9233800000000962,-2.9233800000000962,-9.81,9.81,0.7
1.0900000000000007,0.058828599999966605,-3.021480000000106,-3.021480000000106,-9.81,9.81,0.7
1.1000000000000008,0.028613799999962206,-3.119580000000116,-3.119580000000116,-9.81,9.81,0.7
1.1100000000000008,-0.0025820000000424145,2.252376000000088,2.252376000000088,-9.81,9.81,0.7
1.1200000000000008,0.019941759999960965,2.154276000000078,2.154276000000078,-9.81,9.81,0.7
1.1300000000000008,0.04148451999996416,2.056176000000068,2.056176000000068,-9.81,9.81,0.7
1.1400000000000008,0.06204627999996713,1.9580760000000574,1.9580760000000574,-9.81,9.81,0.7
1.1500000000000008,0.0816270399999699,1.8599760000000456,1.8599760000000456,-9.81,9.81,0.7
1.1600000000000008,0.10022679999997237,1.7618760000000337,1.7618760000000337,-9.81,9.81,0.7
1.1700000000000008,0.1178455599999747,1.663776000000022,1.663776000000022,-9.81,9.81,0.7
1.1800000000000008,0.13448331999997684,1.56567600000001,1.56567600000001,-9.81,9.81,0.7
1.1900000000000008,0.15014007999997875,1.4675759999999982,1.4675759999999982,-9.81,9.81,0.7
1.2000000000000008,0.16481583999998037,1.3694759999999864,1.3694759999999864,-9.81,9.81,0.7
1.2100000000000009,0.1785105999999817,1.2713759999999745,1.2713759999999745,-9.81,9.81,0.7
1.2200000000000009,0.19122435999998275,1.1732759999999627,1.1732759999999627,-9.81,9.81,0.7
1.2300000000000009,0.20295711999998378,1.0751759999999508,1.0751759999999508,-9.81,9.81,0.7
1.2400000000000009,0.21370887999998453,0.9770759999999393,0.9770759999999393,-9.81,9.81,0.7
1.2500000000000009,0.223479639999985,0.8789759999999286,0.8789759999999286,-9.81,9.81,0.7
1.260000000000001,0.23226939999998517,0.7808759999999179,0.7808759999999179,-9.81,9.81,0.7
1.270000000000001,0.24007815999998533,0.6827759999999071,0.6827759999999071,-9.81,9.81,0.7
1.280000000000001,0.2469059199999852,0.5846759999998964,0.5846759999998964,-9.81,9.81,0.7
1.290000000000001,0.25275267999998485,0.48657599999988566,0.48657599999988566,-9.81,9.81,0.7
1.300000000000001,0.25761843999998446,0.3884759999998749,0.3884759999998749,-9.81,9.81,0.7
1.310000000000001,0.2615031999999835,0.2903759999998642,0.2903759999998642,-9.81,9.81,0.7
1.320000000000001,0.26440695999998254,0.1922759999998533,0.1922759999998533,-9.81,9.81,0.7
1.330000000000001,0.26632971999998156,0.09417599999984232,0.09417599999984232,-9.81,9.81,0.7
1.340000000000001,0.26727147999998,-0.003924000000168571,-0.003924000000168571,-9.81,9.81,0.7
1.350000000000001,0.26723223999997847,-0.10202400000017947,-0.10202400000017947,-9.81,9.81,0.7
1.360000000000001,0.26621199999997636,-0.20012400000019046,-0.20012400000019046,-9.81,9.81,0.7
1.370000000000001,0.26421075999997423,-0.29822400000020133,-0.29822400000020133,-9.81,9.81,0.7
1.380000000000001,0.2612285199999721,-0.39632400000021206,-0.39632400000021206,-9.81,9.81,0.7
1.390000000000001,0.2572652799999694,-0.4944240000002228,-0.4944240000002228,-9.81,9.81,0.7
1.400000000000001,0.2523210399999667,-0.5925240000002335,-0.5925240000002335,-9.81,9.81,0.7
1.410000000000001,0.2463957999999636,-0.6906240000002443,-0.6906240000002443,-9.81,9.81,0.7
1.420000000000001,0.23948955999996033,-0.788724000000255,-0.788724000000255,-9.81,9.81,0.7
1.430000000000001,0.23160231999995676,-0.8868240000002657,-0.8868240000002657,-9.81,9.81,0.7
1.440000000000001,0.2227340799999532,-0.9849240000002765,-0.9849240000002765,-9.81,9.81,0.7
1.450000000000001,0.21288483999994937,-1.0830240000002882,-1.0830240000002882,-9.81,9.81,0.7
1.460000000000001,0.20205459999994524,-1.1811240000003,-1.1811240000003,-9.81,9.81,0.7
1.470000000000001,0.19024335999994083,-1.279224000000312,-1.279224000000312,-9.81,9.81,0.7
1.480000000000001,0.1774511199999364,-1.3773240000003237,-1.3773240000003237,-9.81,9.81,0.7
1.490000000000001,0.1636778799999317,-1.4754240000003356,-1.4754240000003356,-9.81,9.81,0.7
1.500000000000001,0.1489236399999267,-1.5735240000003474,-1.5735240000003474,-9.81,9.81,0.7
1.5100000000000011,0.1331883999999214,-1.6716240000003593,-1.6716240000003593,-9.81,9.81,0.7
1.5200000000000011,0.11647215999991592,-1.7697240000003711,-1.7697240000003711,-9.81,9.81,0.7
1.5300000000000011,0.0987749199999102,-1.867824000000383,-1.867824000000383,-9.81,9.81,0.7
1.5400000000000011,0.08009667999990434,-1.9659240000003948,-1.9659240000003948,-9.81,9.81,0.7
1.5500000000000012,0.060437439999898195,-2.0640240000004053,-2.0640240000004053,-9.81,9.81,0.7
1.5600000000000012,0.039797199999891834,-2.162124000000415,-2.162124000000415,-9.81,9.81,0.7
1.5700000000000012,0.01817595999988528,-2.260224000000425,-2.260224000000425,-9.81,9.81,0.7
1.5800000000000012,-0.004426280000121478,1.6508268000003044,1.6508268000003044,-9.81,9.81,0.7
1.5900000000000012,0.012081987999883402,1.5527268000002925,1.5527268000002925,-9.81,9.81,0.7
1.6000000000000012,0.02760925599988805,1.4546268000002807,1.4546268000002807,-9.81,9.81,0.7
1.6100000000000012,0.04215552399989248,1.3565268000002688,1.3565268000002688,-9.81,9.81,0.7
1.6200000000000012,0.0557207919998967,1.258426800000257,1.258426800000257,-9.81,9.81,0.7
1.6300000000000012,0.06830505999990064,1.1603268000002451,1.1603268000002451,-9.81,9.81,0.7
1.6400000000000012,0.07990832799990442,1.0622268000002333,1.0622268000002333,-9.81,9.81,0.7
1.6500000000000012,0.09053059599990793,0.9641268000002219,0.9641268000002219,-9.81,9.81,0.7
1.6600000000000013,0.10017186399991128,0.8660268000002111,0.8660268000002111,-9.81,9.81,0.7
1.6700000000000013,0.10883213199991434,0.7679268000002004,0.7679268000002004,-9.81,9.81,0.7
1.6800000000000013,0.11651139999991726,0.6698268000001897,0.6698268000001897,-9.81,9.81,0.7
1.6900000000000013,0.1232096679999199,0.571726800000179,0.571726800000179,-9.81,9.81,0.7
1.7000000000000013,0.1289269359999223,0.4736268000001682,0.4736268000001682,-9.81,9.81,0.7
1.7100000000000013,0.13366320399992465,0.3755268000001575,0.3755268000001575,-9.81,9.81,0.7
1.7200000000000013,0.1374184719999267,0.27742680000014674,0.27742680000014674,-9.81,9.81,0.7
1.7300000000000013,0.14019273999992848,0.1793268000001358,0.1793268000001358,-9.81,9.81,0.7
1.7400000000000013,0.14198600799992997,0.08122680000012483,0.08122680000012483,-9.81,9.81,0.7
1.7500000000000013,0.14279827599993117,-0.016873199999886058,-0.016873199999886058,-9.81,9.81,0.7
1.7600000000000013,0.14262954399993236,-0.11497319999989696,-0.11497319999989696,-9.81,9.81,0.7
1.7700000000000014,0.14147981199993326,-0.21307319999990795,-0.21307319999990795,-9.81,9.81,0.7
1.7800000000000014,0.13934907999993387,-0.31117319999991877,-0.31117319999991877,-9.81,9.81,0.7
1.7900000000000014,0.13623734799993423,-0.4092731999999295,-0.4092731999999295,-9.81,9.81,0.7
1.8000000000000014,0.13214461599993457,-0.5073731999999402,-0.5073731999999402,-9.81,9.81,0.7
1.8100000000000014,0.12707088399993463,-0.605473199999951,-0.605473199999951,-9.81,9.81,0.7
1.8200000000000014,0.1210161519999344,-0.7035731999999617,-0.7035731999999617,-9.81,9.81,0.7
1.8300000000000014,0.11398041999993402,-0.8016731999999724,-0.8016731999999724,-9.81,9.81,0.7
1.8400000000000014,0.10596368799993336,-0.8997731999999832,-0.8997731999999832,-9.81,9.81,0.7
1.8500000000000014,0.09696595599993255,-0.9978731999999939,-0.9978731999999939,-9.81,9.81,0.7
1.8600000000000014,0.08698722399993145,-1.0959732000000058,-1.0959732000000058,-9.81,9.81,0.7
1.8700000000000014,0.0760274919999302,-1.1940732000000176,-1.1940732000000176,-9.81,9.81,0.7
1.8800000000000014,0.06408675999992866,-1.2921732000000294,-1.2921732000000294,-9.81,9.81,0.7
1.8900000000000015,0.05116502799992692,-1.3902732000000413,-1.3902732000000413,-9.81,9.81,0.7
1.9000000000000015,0.03726229599992496,-1.4883732000000531,-1.4883732000000531,-9.81,9.81,0.7
1.9100000000000015,0.022378563999922788,-1.586473200000065,-1.586473200000065,-9.81,9.81,0.7
1.9200000000000015,0.006513831999920371,-1.6845732000000768,-1.6845732000000768,-9.81,9.81,0.7
1.9300000000000015,-0.010331900000082267,1.247871240000062,1.247871240000062,-9.81,9.81,0.7
1.9400000000000015,0.002146812399919738,1.1497712400000502,1.1497712400000502,-9.81,9.81,0.7
1.9500000000000015,0.013644524799921516,1.0516712400000383,1.0516712400000383,-9.81,9.81,0.7
1.9600000000000015,0.024161237199923063,0.953571240000027,0.953571240000027,-9.81,9.81,0.7
1.9700000000000015,0.0336969495999244,0.8554712400000163,0.8554712400000163,-9.81,9.81,0.7
1.9800000000000015,0.04225166199992551,0.7573712400000056,0.7573712400000056,-9.81,9.81,0.7
1.9900000000000015,0.04982537439992641,0.6592712399999948,0.6592712399999948,-9.81,9.81,0.7
2.0000000000000013,0.05641808679992694,0.5611712399999863,0.5611712399999863,-9.81,9.81,0.7
2.010000000000001,0.06202979919992729,0.46307123999997774,0.46307123999997774,-9.81,9.81,0.7
2.020000000000001,0.06666051159992745,0.36497123999996917,0.36497123999996917,-9.81,9.81,0.7
2.0300000000000007,0.07031022399992747,0.2668712399999606,0.2668712399999606,-9.81,9.81,0.7
